close,high,low,open,time,volumefrom,volumeto,timestamp
5197.0,5285.0,5180.01,5275.0,1506610800,53.65,280831.52,2017-09-28 08:00:00
5238.9,5250.0,5185.0,5197.0,1506614400,16.18,84137.41,2017-09-28 09:00:00
5274.96,5287.99,5200.01,5238.9,1506618000,10.45,54929.56,2017-09-28 10:00:00
5289.94,5290.0,5200.31,5274.96,1506621600,7.98,41911.82,2017-09-28 11:00:00
5220.03,5289.99,5200.55,5289.94,1506625200,14.86,78102.45,2017-09-28 12:00:00
5185.05,5282.97,5185.05,5220.03,1506628800,8.1,42210.09,2017-09-28 13:00:00
5240.0,5259.95,5181.11,5185.05,1506632400,11.43,59466.47,2017-09-28 14:00:00
5269.99,5289.95,5201.01,5240.0,1506636000,8.08,42464.64,2017-09-28 15:00:00
5281.99,5289.52,5201.78,5269.99,1506639600,6.1,32064.86,2017-09-28 16:00:00
5293.12,5295.0,5211.14,5281.99,1506643200,10.92,57496.84,2017-09-28 17:00:00
5235.0,5294.12,5234.0,5293.12,1506646800,10.58,55712.98,2017-09-28 18:00:00
5151.43,5263.99,5150.0,5235.0,1506650400,80.64,417644.06,2017-09-28 19:00:00
5106.0,5199.99,5106.0,5151.43,1506654000,49.54,255136.04,2017-09-28 20:00:00
5149.99,5200.0,5100.21,5106.0,1506657600,17.13,87972.52,2017-09-28 21:00:00
5190.0,5190.02,5055.01,5149.99,1506661200,13.88,70676.16,2017-09-28 22:00:00
5169.99,5190.0,5055.02,5190.0,1506664800,1.26,6452.73,2017-09-28 23:00:00
5160.0,5169.99,5105.0,5169.99,1506668400,0.6385,3288.49,2017-09-29 00:00:00
5190.03,5190.03,5160.0,5160.0,1506672000,1.34,6959.27,2017-09-29 01:00:00
5189.99,5190.03,5170.0,5190.03,1506675600,0.2899,1504.16,2017-09-29 02:00:00
5175.0,5189.99,5140.01,5189.99,1506679200,2.65,13686.01,2017-09-29 03:00:00
5267.0,5267.0,5162.52,5175.0,1506682800,45.18,236037.08,2017-09-29 04:00:00
5297.99,5299.0,5200.0,5267.0,1506686400,6.27,33048.95,2017-09-29 05:00:00
5292.0,5297.99,5210.22,5297.99,1506690000,4.69,24693.66,2017-09-29 06:00:00
5299.98,5299.98,5250.23,5292.0,1506693600,11.15,59014.51,2017-09-29 07:00:00
5298.0,5299.98,5250.01,5299.98,1506697200,7.3,38634.32,2017-09-29 08:00:00
5297.0,5298.0,5250.01,5298.0,1506700800,6.82,36002.13,2017-09-29 09:00:00
5227.0,5297.0,5227.0,5297.0,1506704400,11.73,61883.78,2017-09-29 10:00:00
5269.99,5284.99,5214.14,5227.0,1506708000,8.05,42144.28,2017-09-29 11:00:00
5265.12,5270.0,5214.14,5269.99,1506711600,6.21,32624.7,2017-09-29 12:00:00
5250.59,5295.0,5230.0,5265.12,1506715200,6.59,34602.58,2017-09-29 13:00:00
5285.0,5295.0,5250.59,5250.59,1506718800,2.51,13261.08,2017-09-29 14:00:00
5255.0,5285.0,5214.15,5285.0,1506722400,9.31,48931.27,2017-09-29 15:00:00
5190.11,5255.0,5190.11,5255.0,1506726000,69.45,361280.08,2017-09-29 16:00:00
5199.0,5199.0,5190.0,5190.11,1506729600,16.65,86523.12,2017-09-29 17:00:00
5256.91,5297.0,5186.04,5199.0,1506733200,45.17,236983.55,2017-09-29 18:00:00
5295.95,5296.0,5256.91,5256.91,1506736800,1.6,8491.42,2017-09-29 19:00:00
5289.0,5295.95,5248.0,5295.95,1506740400,1.86,9820.16,2017-09-29 20:00:00
5283.87,5289.0,5278.77,5289.0,1506744000,2.2,11643.37,2017-09-29 21:00:00
5290.0,5290.0,5220.01,5283.87,1506747600,10.12,53412.63,2017-09-29 22:00:00
5300.0,5300.0,5221.32,5290.0,1506751200,47.36,250738.05,2017-09-29 23:00:00
5300.0,5300.0,5299.0,5300.0,1506754800,14.46,76624.28,2017-09-30 00:00:00
5290.01,5320.0,5227.59,5300.0,1506758400,12.67,67171.07,2017-09-30 01:00:00
5295.0,5295.0,5290.01,5290.01,1506762000,0.03494,185.0,2017-09-30 02:00:00
5332.99,5332.99,5291.02,5295.0,1506765600,3.14,16710.12,2017-09-30 03:00:00
5339.99,5339.99,5294.98,5332.99,1506769200,3.79,20198.4,2017-09-30 04:00:00
5339.83,5339.99,5294.98,5339.99,1506772800,4.12,21967.37,2017-09-30 05:00:00
5350.0,5350.0,5294.99,5339.83,1506776400,11.94,63805.45,2017-09-30 06:00:00
5345.0,5354.0,5325.0,5350.0,1506780000,6.78,36287.23,2017-09-30 07:00:00
5398.99,5398.99,5345.0,5345.0,1506783600,8.19,44139.95,2017-09-30 08:00:00
5474.76,5474.77,5381.0,5398.99,1506787200,21.87,119012.63,2017-09-30 09:00:00
5440.0,5474.76,5362.03,5474.76,1506790800,5.41,29298.9,2017-09-30 10:00:00
5420.0,5474.77,5375.0,5440.0,1506794400,12.43,67739.03,2017-09-30 11:00:00
5368.0,5440.0,5350.01,5420.0,1506798000,47.11,252912.26,2017-09-30 12:00:00
5366.0,5368.0,5365.0,5368.0,1506801600,23.58,126561.46,2017-09-30 13:00:00
5368.0,5368.0,5365.91,5366.0,1506805200,9.94,53346.28,2017-09-30 14:00:00
5359.01,5368.0,5350.0,5368.0,1506808800,9.51,51017.18,2017-09-30 15:00:00
5350.0,5368.0,5350.0,5359.01,1506812400,12.85,68920.57,2017-09-30 16:00:00
5400.04,5419.97,5350.0,5350.0,1506816000,19.59,105221.56,2017-09-30 17:00:00
5380.13,5400.04,5375.0,5400.04,1506819600,10.52,56646.42,2017-09-30 18:00:00
5350.5,5388.77,5350.1,5380.13,1506823200,3.48,18709.37,2017-09-30 19:00:00
5387.99,5387.99,5350.0,5350.5,1506826800,8.1,43372.23,2017-09-30 20:00:00
5379.73,5387.99,5350.0,5387.99,1506830400,3.42,18422.55,2017-09-30 21:00:00
5368.99,5387.98,5352.0,5379.73,1506834000,2.93,15734.22,2017-09-30 22:00:00
5351.0,5369.0,5350.0,5368.99,1506837600,4.77,25518.56,2017-09-30 23:00:00
5414.99,5414.99,5351.0,5351.0,1506841200,6.05,32672.45,2017-10-01 00:00:00
5387.18,5414.99,5375.76,5414.99,1506844800,7.67,41326.58,2017-10-01 01:00:00
5399.0,5399.0,5360.98,5387.18,1506848400,1.09,5854.78,2017-10-01 02:00:00
5385.0,5419.98,5350.0,5399.0,1506852000,20.11,108219.22,2017-10-01 03:00:00
5431.98,5431.98,5350.0,5385.0,1506855600,71.73,385143.44,2017-10-01 04:00:00
5419.99,5431.98,5371.0,5431.98,1506859200,10.04,54041.23,2017-10-01 05:00:00
5379.0,5419.99,5371.0,5419.99,1506862800,3.02,16275.47,2017-10-01 06:00:00
5404.36,5424.14,5360.13,5379.0,1506866400,3.03,16376.2,2017-10-01 07:00:00
5380.76,5425.0,5353.0,5404.36,1506870000,9.33,50383.47,2017-10-01 08:00:00
5398.0,5425.0,5380.76,5380.76,1506873600,8.87,47931.85,2017-10-01 09:00:00
5399.0,5399.0,5398.0,5398.0,1506877200,15.38,83028.13,2017-10-01 10:00:00
5398.75,5399.0,5398.0,5399.0,1506880800,7.65,41310.94,2017-10-01 11:00:00
5398.75,5399.0,5398.0,5398.75,1506884400,11.96,64586.15,2017-10-01 12:00:00
5432.97,5432.98,5398.0,5398.75,1506888000,31.16,168350.18,2017-10-01 13:00:00
5410.0,5440.0,5399.0,5432.97,1506891600,10.22,55441.41,2017-10-01 14:00:00
5495.0,5495.0,5401.24,5410.0,1506895200,18.76,102906.62,2017-10-01 15:00:00
5500.0,5500.0,5446.3,5495.0,1506898800,10.68,58712.55,2017-10-01 16:00:00
5550.0,5550.0,5489.5,5500.0,1506902400,6.88,37917.32,2017-10-01 17:00:00
5527.2,5564.95,5502.0,5550.0,1506906000,6.07,33659.09,2017-10-01 18:00:00
5629.14,5700.0,5527.2,5527.2,1506909600,43.2,243240.83,2017-10-01 19:00:00
5535.63,5683.34,5535.01,5629.14,1506913200,0.7836,4390.15,2017-10-01 20:00:00
5525.01,5682.89,5520.01,5535.63,1506916800,6.32,35214.46,2017-10-01 21:00:00
5659.99,5660.0,5525.01,5525.01,1506920400,2.68,15119.29,2017-10-01 22:00:00
5645.88,5688.5,5552.0,5659.99,1506924000,2.49,14051.15,2017-10-01 23:00:00
5555.63,5686.88,5555.63,5645.88,1506927600,10.16,57566.91,2017-10-02 00:00:00
5669.99,5669.99,5555.63,5555.63,1506931200,0.9632,5416.91,2017-10-02 01:00:00
5590.02,5669.99,5560.01,5669.99,1506934800,0.9722,5472.55,2017-10-02 02:00:00
5660.16,5688.88,5560.11,5590.02,1506938400,3.51,19887.97,2017-10-02 03:00:00
5638.4,5699.0,5572.27,5660.16,1506942000,3.02,17053.07,2017-10-02 04:00:00
5500.0,5699.99,5490.0,5638.4,1506945600,90.59,500619.09,2017-10-02 05:00:00
5499.98,5500.0,5490.0,5500.0,1506949200,9.17,50438.97,2017-10-02 06:00:00
5520.0,5520.0,5490.01,5499.98,1506952800,18.02,99105.47,2017-10-02 07:00:00
5510.5,5520.0,5500.0,5520.0,1506956400,3.12,17209.48,2017-10-02 08:00:00
5505.0,5520.0,5490.0,5510.5,1506960000,27.85,153363.39,2017-10-02 09:00:00
5500.0,5520.0,5490.0,5505.0,1506963600,5.48,30185.63,2017-10-02 10:00:00
5504.99,5520.0,5490.0,5500.0,1506967200,7.75,42627.41,2017-10-02 11:00:00
5519.99,5520.0,5490.0,5504.99,1506970800,13.0,71553.33,2017-10-02 12:00:00
5510.0,5520.0,5490.0,5519.99,1506974400,13.72,75537.12,2017-10-02 13:00:00
5490.01,5520.0,5490.01,5510.0,1506978000,6.36,35084.29,2017-10-02 14:00:00
5519.98,5520.0,5490.0,5490.01,1506981600,7.93,43674.11,2017-10-02 15:00:00
5519.99,5519.99,5490.0,5519.98,1506985200,12.72,69957.43,2017-10-02 16:00:00
5520.0,5520.0,5490.01,5519.99,1506988800,3.88,21365.34,2017-10-02 17:00:00
5520.0,5520.0,5490.0,5520.0,1506992400,78.09,430850.43,2017-10-02 18:00:00
5542.01,5592.92,5490.19,5520.0,1506996000,6.36,35249.73,2017-10-02 19:00:00
5575.0,5589.99,5542.01,5542.01,1506999600,2.99,16662.21,2017-10-02 20:00:00
