close,high,low,open,time,volumefrom,volumeto,timestamp
4166.8,4169.03,4101.8,4128.88,1506610800,44.22,182776.95,2017-09-28 08:00:00
4154.0,4206.29,4133.18,4166.8,1506614400,23.64,98688.89,2017-09-28 09:00:00
4185.89,4208.43,4153.97,4154.0,1506618000,38.81,162055.5,2017-09-28 10:00:00
4147.51,4190.17,4140.82,4185.89,1506621600,28.87,120329.74,2017-09-28 11:00:00
4150.52,4169.75,4112.13,4147.51,1506625200,31.73,131151.65,2017-09-28 12:00:00
4130.8,4170.02,4115.84,4150.52,1506628800,40.1,165653.45,2017-09-28 13:00:00
4184.46,4193.88,4130.8,4130.8,1506632400,28.18,117055.83,2017-09-28 14:00:00
4150.75,4190.01,4137.92,4184.46,1506636000,51.04,212499.7,2017-09-28 15:00:00
4175.2,4179.5,4140.8,4150.75,1506639600,15.73,65371.28,2017-09-28 16:00:00
4195.88,4195.92,4170.34,4175.2,1506643200,24.06,100759.89,2017-09-28 17:00:00
4151.84,4214.51,4151.47,4195.88,1506646800,43.21,181023.37,2017-09-28 18:00:00
4009.46,4188.92,4006.98,4151.84,1506650400,183.54,745934.03,2017-09-28 19:00:00
4033.5,4112.57,3954.85,4009.46,1506654000,312.42,1258075.6,2017-09-28 20:00:00
4099.94,4113.81,4001.52,4033.5,1506657600,136.02,551196.46,2017-09-28 21:00:00
4030.5,4112.78,3972.09,4099.94,1506661200,87.76,352972.56,2017-09-28 22:00:00
4053.57,4079.53,4010.79,4030.5,1506664800,48.04,193666.66,2017-09-28 23:00:00
4089.67,4109.45,4051.08,4053.57,1506668400,60.95,249085.61,2017-09-29 00:00:00
4129.32,4134.38,4060.16,4089.67,1506672000,45.43,186580.23,2017-09-29 01:00:00
4064.11,4129.35,4060.92,4129.32,1506675600,36.6,149706.78,2017-09-29 02:00:00
4145.2,4145.2,4063.82,4064.11,1506679200,58.85,242044.58,2017-09-29 03:00:00
4220.21,4247.93,4145.19,4145.2,1506682800,49.28,206391.11,2017-09-29 04:00:00
4246.53,4250.45,4181.04,4220.21,1506686400,55.9,236655.62,2017-09-29 05:00:00
4157.99,4247.57,4132.32,4246.53,1506690000,78.22,327256.03,2017-09-29 06:00:00
4146.66,4209.51,4145.8,4157.99,1506693600,38.79,162020.97,2017-09-29 07:00:00
4143.42,4179.91,4142.45,4146.66,1506697200,34.78,144932.79,2017-09-29 08:00:00
4200.02,4258.9,4143.42,4143.42,1506700800,49.4,207809.05,2017-09-29 09:00:00
4158.54,4233.51,4132.34,4200.02,1506704400,49.18,205483.84,2017-09-29 10:00:00
4141.15,4188.0,4132.53,4158.54,1506708000,26.66,110719.45,2017-09-29 11:00:00
4179.95,4180.26,4102.45,4141.15,1506711600,26.1,108422.89,2017-09-29 12:00:00
4160.86,4263.04,4147.24,4179.95,1506715200,25.49,106585.17,2017-09-29 13:00:00
4152.19,4214.85,4149.19,4160.86,1506718800,24.72,103126.53,2017-09-29 14:00:00
4120.86,4213.58,4107.77,4152.19,1506722400,47.06,195406.13,2017-09-29 15:00:00
4174.73,4249.19,4108.78,4120.86,1506726000,50.78,209826.53,2017-09-29 16:00:00
4170.21,4180.35,4138.71,4174.73,1506729600,20.83,86611.66,2017-09-29 17:00:00
4200.43,4230.13,4162.34,4170.21,1506733200,44.42,186505.05,2017-09-29 18:00:00
4220.36,4227.3,4187.68,4200.43,1506736800,18.21,76555.54,2017-09-29 19:00:00
4214.29,4296.73,4187.19,4220.36,1506740400,33.84,142581.37,2017-09-29 20:00:00
4200.42,4263.56,4181.37,4214.29,1506744000,45.23,190520.98,2017-09-29 21:00:00
4255.94,4256.66,4185.48,4200.42,1506747600,35.29,148721.62,2017-09-29 22:00:00
4279.72,4298.27,4230.24,4255.94,1506751200,41.11,175510.85,2017-09-29 23:00:00
4299.61,4299.61,4274.73,4279.72,1506754800,50.95,218695.73,2017-09-30 00:00:00
4290.28,4343.83,4290.22,4299.61,1506758400,29.78,128242.3,2017-09-30 01:00:00
4295.58,4318.13,4266.4,4290.28,1506762000,21.75,93396.99,2017-09-30 02:00:00
4339.41,4344.3,4266.15,4295.58,1506765600,33.09,142551.41,2017-09-30 03:00:00
4319.94,4340.27,4301.69,4339.41,1506769200,28.23,122194.31,2017-09-30 04:00:00
4305.85,4331.44,4304.89,4319.94,1506772800,21.84,94228.6,2017-09-30 05:00:00
4297.28,4321.87,4280.67,4305.85,1506776400,26.02,111989.2,2017-09-30 06:00:00
4322.89,4329.5,4276.26,4297.28,1506780000,28.43,122586.09,2017-09-30 07:00:00
